1000 8.167539324079241e-05
1500 8.16413334437779e-05
2000 8.176784126126037e-05
2500 6.130763462611608e-05
3000 0.00014283219162298708
3500 0.00014289544553172832
4000 0.00012242064184072066
4500 8.163646775849012e-05
5000 0.00018378666469029019
5500 0.00022456597308723295
6000 0.0001429392366993184
6500 0.00014304628177564971
7000 0.000367694971512775
7500 0.00024506510520467953
8000 0.00034689903259277344
8500 0.0004082991152393575
9000 0.0004286036199452926
9500 0.000346908763963349
10000 0.0004491611402861926
