1000 2.2411346435546874e-07
1500 0.0
2000 9.235858917236328e-05
2500 6.00433349609375e-05
3000 4.572868347167969e-05
3500 0.00013147354125976564
4000 0.00012002944946289062
4500 0.0002201652526855469
5000 8.001327514648438e-05
5500 0.00015630245208740235
6000 0.00020001888275146486
6500 0.00020555973052978514
7000 0.0001051044464111328
7500 0.00018452644348144532
8000 0.000287518310546875
8500 0.00020102977752685546
9000 0.00024362335205078124
9500 0.00036741762745137117
10000 0.00034547576904296873
